,Provider,age_mode,age_median,deceased_sum,Gender_mode,Race_mode,State_mode,County_mode,No_days_admitted_median,No_days_admitted_mode,No_days_ClaimProcessing_median,No_days_ClaimProcessing_mode,AttendingPhysician_mode,RenalDiseaseIndicator_mode,ChronicCond_Alzheimer_median,ChronicCond_Alzheimer_mode,ChronicCond_Cancer_median,ChronicCond_Cancer_mode,ChronicCond_Depression_median,ChronicCond_Depression_mode,ChronicCond_Diabetes_median,ChronicCond_Diabetes_mode,ChronicCond_Heartfailure_median,ChronicCond_Heartfailure_mode,ChronicCond_IschemicHeart_median,ChronicCond_IschemicHeart_mode,ChronicCond_KidneyDisease_median,ChronicCond_KidneyDisease_mode,ChronicCond_ObstrPulmonary_median,ChronicCond_ObstrPulmonary_mode,ChronicCond_Osteoporasis_median,ChronicCond_Osteoporasis_mode,ChronicCond_rheumatoidarthritis_median,ChronicCond_rheumatoidarthritis_mode,ChronicCond_stroke_median,ChronicCond_stroke_mode,NoOfMonths_PartACov_median,NoOfMonths_PartACov_mode,NoOfMonths_PartBCov_median,NoOfMonths_PartBCov_mode,InscClaimAmtReimbursed_sum,InscClaimAmtReimbursed_median,OPAnnualDeductibleAmt_sum,OPAnnualDeductibleAmt_median,OPAnnualReimbursementAmt_sum,OPAnnualReimbursementAmt_median,IPAnnualDeductibleAmt_sum,IPAnnualDeductibleAmt_median,IPAnnualReimbursementAmt_sum,IPAnnualReimbursementAmt_median,DeductibleAmtPaid_sum,DeductibleAmtPaid_median,OperatingPhysician_mode,OtherPhysician_mode,no_of_service_provided,PotentialFraud
4659,PRV57051,66.0,67.0,3,0,1,45,610,1.0,1.0,0.0,0.0,PHY376783,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,1470,40,2830,270,14700,1990,1068,0,24000,0,0.0,0.0,['PHY376783'],[],3,No
4660,PRV53037,53.0,76.0,8,0,1,16,260,1.0,1.0,0.0,0.0,PHY317462,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4340,70,9950,930,35880,1060,2136,0,34000,0,0.0,0.0,['PHY317462'],"['PHY353460', 'PHY367994', 'PHY400633']",9,No
4661,PRV53013,59.0,74.0,4,1,1,16,790,1.0,1.0,0.0,0.0,PHY360127,1,1.0,1,1.5,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,12,12,12.0,12,5030,1215,13980,2355,41730,7370,2136,0,21240,0,0.0,0.0,['PHY360127'],['PHY360127'],4,No
4662,PRV55895,90.0,90.0,1,0,1,39,150,1.0,1.0,1.0,1.0,PHY431984,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,200,200,300,300,1260,1260,1068,1068,12000,12000,0.0,0.0,[],['PHY329556'],1,Yes
4663,PRV54308,84.0,84.0,1,1,1,25,30,1.0,1.0,0.0,0.0,PHY333183,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,70,70,250,250,960,960,0,0,0,0,0.0,0.0,[],[],1,No
4664,PRV55081,66.0,75.0,30,0,1,33,331,1.0,1.0,0.0,0.0,PHY391441,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,6950,100,25440,395,87940,1520,12816,0,109000,0,60.0,0.0,['PHY391441'],['PHY391441'],30,No
4665,PRV52230,84.0,75.0,43,0,1,10,30,1.0,1.0,0.0,0.0,PHY429887,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,15100,70,6450,130,62510,800,8544,0,63140,0,0.0,0.0,['PHY429887'],['PHY429887'],43,No
4666,PRV54131,68.0,74.5,24,0,1,24,860,1.0,1.0,0.0,0.0,PHY411792,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4010,65,11360,350,27460,1070,2136,0,4000,0,10.0,0.0,"['PHY346979', 'PHY352159', 'PHY360900']",['PHY319921'],24,No
4667,PRV53732,72.0,72.0,15,1,1,21,10,1.0,1.0,0.0,0.0,PHY326307,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,3150,80,5350,300,15410,740,12544,0,68390,0,40.0,0.0,['PHY326307'],['PHY326307'],15,No
4668,PRV55797,71.0,73.0,3,0,1,37,130,1.0,1.0,20.0,20.0,PHY353908,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1060,200,1320,450,8330,2520,9136,0,18420,0,0.0,0.0,[],[],3,No
4669,PRV51531,79.0,73.5,34,0,1,5,130,1.0,1.0,0.0,0.0,PHY372005,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,9870,80,24500,570,62580,1040,13884,0,324000,0,140.0,0.0,['PHY399644'],['PHY399644'],34,No
4670,PRV56176,55.0,75.0,21,0,1,54,370,1.0,1.0,0.0,0.0,PHY339436,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,7960,90,18910,540,55240,2130,1068,0,7360,0,250.0,0.0,['PHY313861'],['PHY339436'],21,No
4671,PRV56867,74.0,74.0,9,0,1,45,700,1.0,1.0,0.0,0.0,PHY329039,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3430,90,9640,940,34740,3270,7476,0,82690,0,70.0,0.0,['PHY329039'],['PHY329039'],9,No
4672,PRV52227,80.0,80.0,7,0,1,10,600,1.0,1.0,0.0,0.0,PHY413658,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,5560,200,3890,470,26070,3320,5340,0,59030,0,100.0,0.0,['PHY413658'],['PHY413658'],7,No
4673,PRV54068,69.0,73.0,7,1,1,24,90,1.0,1.0,0.0,0.0,PHY355554,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,570,50,3040,380,6080,770,0,0,0,0,0.0,0.0,[],['PHY413850'],7,No
4674,PRV53067,72.0,79.5,16,0,1,16,310,1.0,1.0,0.0,0.0,PHY425328,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,4540,65,10310,310,33910,760,7476,0,32370,0,70.0,0.0,"['PHY404554', 'PHY407887', 'PHY425328']",['PHY407887'],16,No
4675,PRV54587,99.0,99.0,3,0,1,43,560,1.0,1.0,0.0,0.0,PHY409559,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,2.0,2,12,12,12.0,12,150,60,580,250,670,290,0,0,0,0,0.0,0.0,[],['PHY414586'],3,No
4676,PRV54601,48.0,72.0,11,1,1,28,220,1.0,1.0,0.0,0.0,PHY409559,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,710,50,9320,310,8230,800,10680,1068,82000,3000,60.0,0.0,['PHY409559'],"['PHY409559', 'PHY414586']",11,No
4677,PRV57706,51.0,64.0,4,1,1,45,631,1.0,1.0,0.0,0.0,PHY341259,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,3040,300,10310,1560,44450,10060,2136,0,9160,0,0.0,0.0,"['PHY373751', 'PHY380291']",['PHY341259'],5,No
4678,PRV56489,72.0,74.0,21,0,1,44,60,1.0,1.0,0.0,0.0,PHY384475,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,9350,100,11460,350,35470,1570,13884,0,100940,0,100.0,0.0,['PHY404018'],['PHY384475'],21,No
4679,PRV52471,46.0,73.0,8,0,3,12,10,1.0,1.0,0.0,0.0,PHY366647,0,1.0,1,2.0,2,1.5,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1640,100,6450,500,11860,1140,2136,0,8000,0,100.0,0.0,"['PHY351725', 'PHY427231']","['PHY318957', 'PHY351725', 'PHY356306', 'PHY415037']",8,No
4680,PRV57680,66.0,74.0,19,1,1,5,140,1.0,1.0,0.0,0.0,PHY313574,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,9360,70,10230,430,39100,1240,3204,0,20120,0,50.0,0.0,['PHY313574'],['PHY313574'],19,No
4681,PRV51770,75.0,75.0,15,1,1,5,90,1.0,1.0,0.0,0.0,PHY348846,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,6820,100,17520,290,57870,700,4272,0,85050,0,130.0,0.0,['PHY348846'],['PHY405952'],15,No
4682,PRV54300,47.0,68.0,6,0,1,25,140,1.0,1.0,0.0,0.0,PHY379887,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1490,35,1750,290,6020,1160,2136,0,18300,0,280.0,0.0,['PHY376238'],['PHY379887'],6,No
4683,PRV53521,88.0,60.0,9,0,1,19,500,1.0,1.0,0.0,0.0,PHY381100,0,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,380,20,6040,640,15550,1270,0,0,0,0,0.0,0.0,[],"['PHY369675', 'PHY381100']",9,No
4684,PRV52199,79.0,69.5,10,0,1,10,470,1.0,1.0,0.0,0.0,PHY360012,0,1.5,1,2.0,2,1.0,1,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1080,70,3360,200,9680,710,1068,0,9000,0,80.0,0.0,['PHY360012'],['PHY416093'],10,No
4685,PRV54125,67.0,79.0,11,0,1,24,680,1.0,1.0,0.0,0.0,PHY367146,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,7180,70,9970,290,42720,3400,9612,1068,140400,4000,0.0,0.0,['PHY382955'],['PHY367146'],11,No
4686,PRV57067,69.0,73.5,18,0,1,45,490,1.0,1.0,0.0,0.0,PHY416122,0,1.5,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3050,60,11910,530,30370,840,2136,0,7080,0,150.0,0.0,"['PHY406870', 'PHY416122']",['PHY416122'],18,No
4687,PRV57678,73.0,73.0,9,0,1,5,200,1.0,1.0,0.0,0.0,PHY314815,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3970,100,3590,320,15400,2050,6408,0,78520,0,0.0,0.0,['PHY314815'],['PHY314815'],9,No
4688,PRV51886,71.0,71.0,18,0,1,6,30,1.0,1.0,0.0,0.0,PHY421915,0,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2160,90,8350,460,20120,560,0,0,0,0,50.0,0.0,['PHY421915'],['PHY421915'],18,No
4689,PRV51043,65.0,73.0,23,0,1,1,150,1.0,1.0,0.0,0.0,PHY324091,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4480,60,12660,390,36920,960,8544,0,72150,0,0.0,0.0,"['PHY324091', 'PHY401892']",['PHY324091'],23,No
4690,PRV54793,61.0,66.0,10,0,1,54,60,1.0,1.0,0.0,0.0,PHY374348,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3820,100,1530,140,8280,575,4272,0,46000,0,0.0,0.0,['PHY374348'],['PHY374348'],10,No
4691,PRV57599,66.0,79.0,5,1,1,52,410,1.0,1.0,0.0,0.0,PHY377231,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,510,40,560,90,6630,620,4272,1068,57600,9000,0.0,0.0,['PHY377231'],[],5,No
4692,PRV53134,73.0,73.0,10,0,1,17,451,1.0,1.0,0.0,0.0,PHY399102,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,4030,200,3090,280,12240,700,0,0,0,0,0.0,0.0,['PHY408998'],['PHY399102'],10,No
4693,PRV53157,73.0,82.5,2,0,1,6,40,1.0,1.0,0.0,0.0,PHY366911,0,1.5,1,2.0,2,2.0,2,1.0,1,1.0,1,1.5,1,2.0,2,1.5,1,1.5,1,2.0,2,2.0,2,12,12,12.0,12,2190,1095,290,145,4330,2165,0,0,0,0,0.0,0.0,[],['PHY366911'],2,No
4694,PRV52713,72.0,72.5,60,0,1,14,410,1.0,1.0,0.0,0.0,PHY419468,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,14260,55,35780,495,167590,2640,27768,0,382760,0,130.0,0.0,['PHY343093'],['PHY419468'],60,No
4695,PRV51217,58.0,68.0,5,0,1,3,60,1.0,1.0,0.0,0.0,PHY323452,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2930,200,7800,590,27970,1790,0,0,0,0,0.0,0.0,[],['PHY385506'],5,No
4696,PRV55292,56.0,75.5,6,0,1,34,590,1.0,1.0,0.0,0.0,PHY388412,0,2.0,2,2.0,2,2.0,2,1.0,1,1.5,1,1.0,1,1.5,1,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,610,45,2650,240,8270,1285,0,0,0,0,0.0,0.0,[],"['PHY363951', 'PHY388412']",6,No
4697,PRV56830,65.0,76.0,7,0,1,45,451,1.0,1.0,4.0,0.0,PHY400294,0,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,6580,80,1170,100,13450,1930,3204,0,21090,0,100.0,0.0,['PHY400294'],['PHY400294'],7,No
4698,PRV54021,72.0,77.5,19,1,1,23,810,1.0,1.0,0.0,0.0,PHY410649,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1980,50,9080,320,35260,1105,8544,0,120260,0,190.0,0.0,['PHY410649'],['PHY410649'],20,No
4699,PRV53659,67.0,80.0,5,1,1,20,20,1.0,1.0,0.0,0.0,PHY355795,0,1.0,1,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,680,50,3950,110,10190,2360,2136,0,32000,0,0.0,0.0,['PHY329633'],['PHY355795'],5,No
4700,PRV57563,56.0,65.5,6,0,1,52,120,1.0,1.0,0.0,0.0,PHY341750,0,1.5,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.5,1,1.5,1,2.0,2,1.0,1,2.0,2,12,12,12.0,12,830,65,2620,375,7930,1160,7476,1068,53190,4500,0.0,0.0,['PHY341750'],['PHY433400'],6,No
4701,PRV56099,62.0,79.0,3,0,1,39,270,1.0,1.0,0.0,0.0,PHY403835,0,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,630,80,760,230,2220,490,0,0,0,0,0.0,0.0,[],['PHY403835'],3,No
4702,PRV53656,44.0,71.0,5,0,1,20,20,1.0,1.0,0.0,0.0,PHY340256,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1150,200,2860,320,7220,1010,2136,0,19600,0,80.0,0.0,[],['PHY340256'],5,No
4703,PRV54011,50.0,69.0,2,0,1,23,810,1.0,1.0,0.0,0.0,PHY322398,0,1.0,1,2.0,2,1.5,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,70,35,180,90,230,115,0,0,0,0,0.0,0.0,[],[],2,No
4704,PRV54701,67.0,78.5,6,0,1,47,40,1.0,1.0,0.0,0.0,PHY317551,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1310,75,4890,730,8820,905,2136,0,20640,0,0.0,0.0,[],"['PHY317551', 'PHY332707', 'PHY348607', 'PHY390617']",6,No
4705,PRV51922,66.0,69.0,24,1,1,6,370,1.0,1.0,0.0,0.0,PHY364092,0,1.0,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,5090,65,7800,210,39400,735,14952,0,251410,0,100.0,0.0,['PHY432707'],['PHY364092'],24,No
4706,PRV51412,86.0,86.0,5,0,1,5,430,1.0,1.0,0.0,0.0,PHY335590,0,2.0,2,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,440,70,3190,650,5360,950,1068,0,19320,0,0.0,0.0,['PHY320252'],"['PHY328166', 'PHY405985', 'PHY420989']",5,No
4707,PRV53722,53.0,73.5,6,0,1,21,150,1.0,1.0,0.0,0.0,PHY422493,0,2.0,2,2.0,2,2.0,2,1.5,1,2.0,2,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1000,100,2930,320,8220,520,3204,0,57800,0,0.0,0.0,[],['PHY422493'],6,No
4708,PRV57484,84.0,84.0,9,0,1,51,100,1.0,1.0,0.0,0.0,PHY348379,1,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1090,60,6460,260,29340,2010,13884,2136,101240,7000,0.0,0.0,['PHY348379'],['PHY348379'],9,No
4709,PRV53224,73.0,73.5,12,1,1,17,450,1.0,1.0,0.0,0.0,PHY345974,0,2.0,2,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1680,60,7700,440,23100,1565,7476,0,67000,0,0.0,0.0,['PHY345974'],['PHY345974'],12,No
4710,PRV52791,78.0,78.0,1,0,1,14,141,1.0,1.0,0.0,0.0,PHY379716,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,12,12,12.0,12,200,200,1510,1510,2280,2280,1068,1068,6050,6050,0.0,0.0,['PHY379716'],[],1,No
4711,PRV52726,69.0,78.5,2,0,1,14,680,1.0,1.0,10.0,0.0,PHY411791,0,1.5,1,2.0,2,2.0,2,1.5,1,1.5,1,1.5,1,1.5,1,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,380,190,560,280,2300,1150,0,0,0,0,0.0,0.0,['PHY411791'],['PHY411791'],2,No
4712,PRV52417,93.0,93.0,20,0,1,11,862,1.0,1.0,0.0,0.0,PHY389374,0,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,12,12,12.0,12,4210,55,16830,880,23580,680,2136,0,13000,0,120.0,0.0,['PHY389374'],['PHY389374'],20,No
4713,PRV54524,26.0,78.0,21,0,1,27,460,1.0,1.0,0.0,0.0,PHY378481,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,2840,70,9110,390,45940,2630,19224,1068,154220,6800,0.0,0.0,['PHY378481'],['PHY378481'],21,No
4714,PRV51322,69.0,70.5,12,1,1,4,170,1.0,1.0,0.0,0.0,PHY353194,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,850,60,5160,275,28250,875,2136,0,13000,0,0.0,0.0,['PHY353194'],['PHY353194'],12,No
4715,PRV56657,65.0,74.5,20,0,1,45,130,1.0,1.0,0.0,0.0,PHY326778,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,12,12,12.0,12,5200,80,8360,175,24320,740,14952,0,227800,0,0.0,0.0,"['PHY348088', 'PHY376747', 'PHY401570', 'PHY432240']","['PHY321931', 'PHY326778', 'PHY340832', 'PHY395542', 'PHY395628', 'PHY416594']",20,No
4716,PRV54550,70.0,72.0,21,1,1,27,230,1.0,1.0,0.0,0.0,PHY390232,0,2.0,2,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,12,12,12.0,12,5550,40,11280,370,27320,1350,9612,0,100060,0,0.0,0.0,['PHY390232'],['PHY390232'],21,No
4717,PRV54012,39.0,66.5,8,0,1,23,810,1.0,1.0,0.0,0.0,PHY323308,0,2.0,2,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,3800,55,4750,285,10740,1075,3204,0,17000,0,0.0,0.0,"['PHY323308', 'PHY346561']",['PHY323308'],8,No
4718,PRV57393,86.0,75.0,5,1,1,50,160,1.0,1.0,0.0,0.0,PHY405016,0,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,1.0,1,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,12,12,12.0,12,2800,200,3840,870,13720,3070,1068,0,3000,0,0.0,0.0,['PHY405016'],[],5,No
4719,PRV51122,70.0,70.0,7,0,1,2,20,1.0,1.0,0.0,0.0,PHY316303,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1120,60,8210,470,27030,900,1068,0,7040,0,0.0,0.0,"['PHY338090', 'PHY351164', 'PHY411866']","['PHY338090', 'PHY351164', 'PHY361180', 'PHY403077']",7,No
4720,PRV52741,71.0,71.0,2,0,1,14,360,1.0,1.0,0.0,0.0,PHY379990,0,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,1.5,1,1.5,1,2.0,2,2.0,2,2.0,2,1.5,1,12,12,12.0,12,80,40,200,100,650,325,1068,534,5000,2500,0.0,0.0,[],[],2,No
4721,PRV54290,50.0,76.5,6,0,1,25,520,1.0,1.0,0.0,0.0,PHY324358,0,2.0,2,2.0,2,2.0,2,1.5,1,1.5,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,3300,250,3840,675,5430,910,2136,0,11000,0,0.0,0.0,['PHY324358'],['PHY324358'],6,No
4722,PRV56971,61.0,76.0,4,0,1,45,390,1.0,1.0,0.0,0.0,PHY340415,0,2.0,2,2.0,2,1.5,1,1.0,1,1.5,1,1.0,1,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,12,12,12.0,12,400,80,1190,175,20980,3710,4272,1068,33350,7770,0.0,0.0,['PHY340415'],['PHY340415'],4,No
4723,PRV51987,75.0,80.0,2,0,1,8,10,1.0,1.0,0.0,0.0,PHY349326,0,1.5,1,1.0,1,2.0,2,1.0,1,1.5,1,1.0,1,2.0,2,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,30,15,4260,2130,6080,3040,2136,1068,10200,5100,0.0,0.0,[],[],2,No
4724,PRV53520,66.0,70.5,4,0,1,19,230,1.0,1.0,0.0,0.0,PHY368888,0,1.0,1,1.5,1,2.0,2,1.0,1,1.0,1,1.0,1,1.5,1,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,690,80,870,70,4110,1020,1068,0,6000,0,0.0,0.0,[],['PHY368888'],4,No
4725,PRV56095,90.0,81.0,11,0,1,39,200,1.0,1.0,0.0,0.0,PHY424750,0,1.0,1,2.0,2,1.0,1,1.0,1,1.0,1,1.0,1,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,12,12,12.0,12,4910,100,8480,510,25960,1930,3204,0,40300,0,0.0,0.0,['PHY424750'],['PHY424750'],11,No
4726,PRV56301,66.0,68.0,3,0,2,42,210,1.0,1.0,0.0,0.0,PHY350874,0,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,1030,90,960,190,3510,1230,1068,0,4000,0,0.0,0.0,[],['PHY350874'],3,No
4727,PRV56810,70.0,70.0,14,0,1,45,750,1.0,1.0,0.0,0.0,PHY365182,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,7890,70,18270,530,62480,2175,0,0,0,0,0.0,0.0,"['PHY338690', 'PHY365182']","['PHY365182', 'PHY392030']",14,No
4728,PRV56843,81.0,90.5,2,0,1,45,551,1.0,1.0,0.0,0.0,PHY325509,0,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,1.5,1,1.5,1,2.0,2,1.5,1,2.0,2,2.0,2,12,12,12.0,12,860,430,570,285,2250,1125,0,0,0,0,0.0,0.0,[],"['PHY325509', 'PHY360395']",2,No
4729,PRV54945,77.0,74.0,37,0,1,33,280,1.0,1.0,0.0,0.0,PHY321825,0,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,5950,90,18380,400,52220,980,14952,0,137520,0,100.0,0.0,"['PHY321825', 'PHY388835', 'PHY402625']",['PHY376622'],37,No
4730,PRV51328,65.0,66.0,7,1,1,4,320,1.0,1.0,0.0,0.0,PHY346314,0,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,1.0,1,2.0,2,2.0,2,2.0,2,2.0,2,2.0,2,12,12,12.0,12,550,40,4390,910,10330,1010,0,0,0,0,0.0,0.0,['PHY346314'],"['PHY346314', 'PHY408331']",7,No
